t1_base_l16ts2000	2025-05-23 13:38:03.256236	76.66907033299998
t1_njit_l16ts2000	2025-05-23 13:38:15.219185	11.535178250000001
t1_parallel_l16ts2000c1	2025-05-23 13:39:34.769540	79.08755129199994
t1_njitparallel_l16ts2000c1	2025-05-23 13:39:46.849226	11.663423749999993
t1_parallel_l16ts2000c2	2025-05-23 13:40:29.596493	42.33149558299999
t1_njitparallel_l16ts2000c2	2025-05-23 13:40:36.558276	6.547852374999934
t1_parallel_l16ts2000c3	2025-05-23 13:41:08.897476	31.925129167000023
t1_njitparallel_l16ts2000c3	2025-05-23 13:41:14.647792	5.334626083999979
t1_parallel_l16ts2000c4	2025-05-23 13:41:41.610055	26.528924707999977
t1_njitparallel_l16ts2000c4	2025-05-23 13:41:46.540793	4.506722166000031
t1_parallel_l16ts2000c5	2025-05-23 13:42:12.201646	25.240367624999976
t1_njitparallel_l16ts2000c5	2025-05-23 13:42:16.937405	4.313118333000034
t1_base_l20ts2000	2025-05-23 13:44:59.189369	161.824725125
t1_njit_l20ts2000	2025-05-23 13:45:18.968645	19.369997499999954
t1_parallel_l20ts2000c1	2025-05-23 13:48:16.299441	176.86907487500002
t1_njitparallel_l20ts2000c1	2025-05-23 13:48:36.424130	19.689403874999925
t1_parallel_l20ts2000c2	2025-05-23 13:50:03.395775	86.54650629100001
t1_njitparallel_l20ts2000c2	2025-05-23 13:50:15.905140	12.094911666999906
t1_parallel_l20ts2000c3	2025-05-23 13:51:26.774279	70.45363399999997
t1_njitparallel_l20ts2000c3	2025-05-23 13:51:36.539900	9.346711082999946
t1_parallel_l20ts2000c4	2025-05-23 13:52:43.384276	66.40021379200016
t1_njitparallel_l20ts2000c4	2025-05-23 13:52:52.400552	8.572816708000119
t1_parallel_l20ts2000c5	2025-05-23 13:53:54.858479	61.99603591699997
t1_njitparallel_l20ts2000c5	2025-05-23 13:54:03.666249	8.377129416000116
t1_base_l24ts2000	2025-05-23 13:58:59.907605	295.761340625
t1_njit_l24ts2000	2025-05-23 13:59:32.737775	32.413687499999924
t1_parallel_l24ts2000c1	2025-05-23 14:04:53.453859	320.266533666
t1_njitparallel_l24ts2000c1	2025-05-23 14:05:26.452784	32.583051666999836
t1_parallel_l24ts2000c2	2025-05-23 14:08:11.995075	165.12303079100002
t1_njitparallel_l24ts2000c2	2025-05-23 14:08:30.502223	18.085818542000197
t1_parallel_l24ts2000c3	2025-05-23 14:10:54.499071	143.58048999999983
t1_njitparallel_l24ts2000c3	2025-05-23 14:11:10.158789	15.239700458000243
